Year,Player,Age,Pos,All NBA Total Career,PER
2001,Sean Colson,25,PG,0,6.8
2001,Sean Colson,25,PG,0,-10.6
2001,Sean Colson,25,PG,0,14.9
1990,Sean Elliott,21,SF,0,12.5
1991,Sean Elliott,22,SF,0,14.2
1992,Sean Elliott,23,SF,0,14.4
1993,Sean Elliott,24,SF,0,15.5
1994,Sean Elliott,25,SF,0,11.3
1995,Sean Elliott,26,SF,0,16
1996,Sean Elliott,27,SF,0,16.3
1997,Sean Elliott,28,SF,0,14
1998,Sean Elliott,29,SF,0,9.5
1999,Sean Elliott,30,SF,0,12.6
2000,Sean Elliott,31,SF,0,8.8
2001,Sean Elliott,32,SF,0,12.4
1992,Sean Green,21,SG,0,9.9
1993,Sean Green,22,SG,0,17.5
1994,Sean Green,23,SG,0,7.6
1994,Sean Green,23,SG,0,7.8
1994,Sean Green,23,SG,0,-17
1991,Sean Higgins,22,SF,0,9.1
1992,Sean Higgins,23,PF-SF,0,12.3
1992,Sean Higgins,23,SF,0,9
1992,Sean Higgins,23,PF,0,12.5
1993,Sean Higgins,24,SF,0,9.2
1995,Sean Higgins,26,SF,0,7.1
1996,Sean Higgins,27,SF,0,10.4
1998,Sean Higgins,29,SF,0,-15.1
2015,Sean Kilpatrick,25,SG,0,10
2016,Sean Kilpatrick,26,SG,0,15.6
2016,Sean Kilpatrick,26,SG,0,8
2016,Sean Kilpatrick,26,SG,0,16.7
2017,Sean Kilpatrick,27,SG,0,13.1
2003,Sean Lampley,23,SF,0,12.4
2004,Sean Lampley,24,SF,0,21.6
1999,Sean Marks,23,PF,0,7.8
2000,Sean Marks,24,PF,0,9.7
2002,Sean Marks,26,C,0,9.3
2003,Sean Marks,27,PF,0,3.8
2005,Sean Marks,29,PF,0,8.7
2006,Sean Marks,30,PF,0,17.9
2007,Sean Marks,31,PF,0,6.7
2008,Sean Marks,32,C,0,16.1
2009,Sean Marks,33,C,0,8.8
2010,Sean Marks,34,C,0,9
2011,Sean Marks,35,C,0,4.9
2006,Sean May,21,PF,0,15.3
2007,Sean May,22,PF,0,19.1
2009,Sean May,24,PF,0,6.2
2010,Sean May,25,C,0,11.7
1993,Sean Rooks,23,C,0,14.7
1994,Sean Rooks,24,C,0,14.6
1995,Sean Rooks,25,C,0,12.6
1996,Sean Rooks,26,C,0,13.4
1996,Sean Rooks,26,C,0,13.3
1996,Sean Rooks,26,C,0,13.7
1997,Sean Rooks,27,C,0,13.4
1998,Sean Rooks,28,C,0,13.4
1999,Sean Rooks,29,C,0,9.1
2000,Sean Rooks,30,C,0,11.8
2001,Sean Rooks,31,C,0,11.5
2002,Sean Rooks,32,C,0,7.5
2003,Sean Rooks,33,C,0,7.7
2004,Sean Rooks,34,C,0,6.8
2004,Sean Rooks,34,C,0,5
2004,Sean Rooks,34,C,0,9
2009,Sean Singletary,23,PG,0,6.7
2009,Sean Singletary,23,PG,0,8.5
2009,Sean Singletary,23,PG,0,5.5
2008,Sean Williams,21,C,0,13.9
2009,Sean Williams,22,PF,0,8.8
2010,Sean Williams,23,PF,0,7
2012,Sean Williams,25,C,0,18.7
2012,Sean Williams,25,C,0,18.8
2012,Sean Williams,25,C,0,18.6
2005,Sebastian Telfair,19,PG,0,9.7
2006,Sebastian Telfair,20,PG,0,13
2007,Sebastian Telfair,21,PG,0,8.6
2008,Sebastian Telfair,22,PG,0,10.4
2009,Sebastian Telfair,23,PG,0,10.8
2010,Sebastian Telfair,24,PG,0,10.3
2010,Sebastian Telfair,24,PG,0,9.8
2010,Sebastian Telfair,24,PG,0,14
2011,Sebastian Telfair,25,PG,0,10.5
2012,Sebastian Telfair,26,PG,0,13.2
2013,Sebastian Telfair,27,PG,0,10.9
2013,Sebastian Telfair,27,PG,0,10.9
2013,Sebastian Telfair,27,PG,0,10.7
2015,Sebastian Telfair,29,PG,0,11.4
1990,Sedale Threatt,28,PG,0,17.4
1991,Sedale Threatt,29,PG,0,15.5
1992,Sedale Threatt,30,PG,0,16.6
1993,Sedale Threatt,31,PG,0,16.5
1994,Sedale Threatt,32,PG,0,15.3
1995,Sedale Threatt,33,PG,0,15.8
1996,Sedale Threatt,34,PG,0,13.2
1997,Sedale Threatt,35,SG,0,8.5
1990,Sedric Toney,27,PG,0,8
1990,Sedric Toney,27,PG,0,10.1
1990,Sedric Toney,27,PG,0,7.1
1994,Sedric Toney,31,PG,0,-0.9
2017,Semaj Christon,24,PG,0,5.7
2011,Semih Erden,24,C,0,10.3
2011,Semih Erden,24,C,0,10.8
2011,Semih Erden,24,C,0,6.2
2012,Semih Erden,25,C,0,9.9
2010,Serge Ibaka,20,PF,0,15.2
2011,Serge Ibaka,21,PF,0,17.7
2012,Serge Ibaka,22,PF,0,19
2013,Serge Ibaka,23,PF,0,19.4
2014,Serge Ibaka,24,PF,0,19.6
2015,Serge Ibaka,25,PF,0,16.6
2016,Serge Ibaka,26,PF,0,13.9
2017,Serge Ibaka,27,PF,0,16.4
2017,Serge Ibaka,27,PF,0,17.5
2017,Serge Ibaka,27,PF,0,13.8
1995,Sergei Bazarevich,29,PG,0,13.6
2006,Sergei Monia,22,SF,0,6.3
2006,Sergei Monia,22,SF,0,6.2
2006,Sergei Monia,22,SF,0,12.1
2014,Sergey Karasev,20,SF,0,2.3
2015,Sergey Karasev,21,SG,0,10.5
2016,Sergey Karasev,22,SF,0,8.5
2007,Sergio Rodriguez,20,PG,0,14.1
2008,Sergio Rodriguez,21,PG,0,9
2009,Sergio Rodriguez,22,PG,0,12.5
2010,Sergio Rodriguez,23,PG,0,14.8
2010,Sergio Rodriguez,23,PG,0,16.9
2010,Sergio Rodriguez,23,PG,0,12.8
2017,Sergio Rodriguez,30,PG,0,11
2014,Seth Curry,23,PG,0,13.8
2014,Seth Curry,23,PG,0,0
2014,Seth Curry,23,PG,0,19.9
2015,Seth Curry,24,PG,0,-11.4
2016,Seth Curry,25,PG,0,13.8
2017,Seth Curry,26,PG,0,15.5
2014,Shabazz Muhammad,21,SG,0,13.1
2015,Shabazz Muhammad,22,SG,0,19.9
2016,Shabazz Muhammad,23,SF,0,15.2
2017,Shabazz Muhammad,24,SF,0,14.9
2015,Shabazz Napier,23,PG,0,9.3
2016,Shabazz Napier,24,PG,0,9.6
2017,Shabazz Napier,25,PG,0,13.6
1999,Shammond Williams,23,PG,0,33.8
2000,Shammond Williams,24,PG,0,12.2
2001,Shammond Williams,25,PG,0,15.4
2002,Shammond Williams,26,SG,0,14.3
2003,Shammond Williams,27,PG,0,12.4
2003,Shammond Williams,27,PG,0,12.3
2003,Shammond Williams,27,PG,0,12.5
2004,Shammond Williams,28,SG-PG,0,13.1
2004,Shammond Williams,28,SG,0,14
2004,Shammond Williams,28,PG,0,11.1
2007,Shammond Williams,31,PG,0,10.8
1997,Shandon Anderson,23,SG,0,10.4
1998,Shandon Anderson,24,SG,0,15.7
1999,Shandon Anderson,25,SG,0,12.8
2000,Shandon Anderson,26,SF,0,13.8
2001,Shandon Anderson,27,SG,0,11.9
2002,Shandon Anderson,28,SG,0,8
2003,Shandon Anderson,29,SF,0,13.4
2004,Shandon Anderson,30,SG,0,10.1
2005,Shandon Anderson,31,SF-SG,0,9
2005,Shandon Anderson,31,SG,0,-6.5
2005,Shandon Anderson,31,SF,0,9.2
2006,Shandon Anderson,32,SF,0,6.2
2002,Shane Battier,23,SF,0,13.9
2003,Shane Battier,24,SF,0,15
2004,Shane Battier,25,SF,0,15.3
2005,Shane Battier,26,SG,0,14.8
2006,Shane Battier,27,SF,0,14.7
2007,Shane Battier,28,SF,0,12
2008,Shane Battier,29,SF,0,11.7
2009,Shane Battier,30,SG,0,10.7
2010,Shane Battier,31,SG,0,11.1
2011,Shane Battier,32,SF,0,12.3
2011,Shane Battier,32,SF,0,12.9
2011,Shane Battier,32,SF,0,10.6
2012,Shane Battier,33,SF,0,9.7
2013,Shane Battier,34,SF,0,10.7
2014,Shane Battier,35,SF,0,8.7
2014,Shane Edwards,26,SF,0,-1
1997,Shane Heal,26,PG,0,5
2004,Shane Heal,33,PG,0,5.3
2014,Shane Larkin,21,PG,0,8.3
2015,Shane Larkin,22,PG,0,10.9
2016,Shane Larkin,23,PG,0,13.3
2007,Shannon Brown,21,SG,0,7.5
2008,Shannon Brown,22,SG,0,6.3
2008,Shannon Brown,22,SG,0,8.1
2008,Shannon Brown,22,SG,0,-11.8
2009,Shannon Brown,23,SG,0,12.9
2009,Shannon Brown,23,SG,0,12.1
2009,Shannon Brown,23,SG,0,15
2010,Shannon Brown,24,SG,0,12.4
2011,Shannon Brown,25,SG,0,13.6
2012,Shannon Brown,26,SG,0,13.6
2013,Shannon Brown,27,SG,0,13.1
2014,Shannon Brown,28,SG,0,4.7
2014,Shannon Brown,28,SG,0,-0.5
2014,Shannon Brown,28,SG,0,8.4
2015,Shannon Brown,29,SG,0,4.4
1993,Shaquille O'Neal*,20,C,14,22.9
1994,Shaquille O'Neal*,21,C,14,28.5
1995,Shaquille O'Neal*,22,C,14,28.6
1996,Shaquille O'Neal*,23,C,14,26.4
1997,Shaquille O'Neal*,24,C,14,27.1
1998,Shaquille O'Neal*,25,C,14,28.8
1999,Shaquille O'Neal*,26,C,14,30.6
2000,Shaquille O'Neal*,27,C,14,30.6
2001,Shaquille O'Neal*,28,C,14,30.2
2002,Shaquille O'Neal*,29,C,14,29.7
2003,Shaquille O'Neal*,30,C,14,29.5
2004,Shaquille O'Neal*,31,C,14,24.4
2005,Shaquille O'Neal*,32,C,14,27
2006,Shaquille O'Neal*,33,C,14,24.4
2007,Shaquille O'Neal*,34,C,14,21.7
2008,Shaquille O'Neal*,35,C,14,17.1
2008,Shaquille O'Neal*,35,C,14,17.7
2008,Shaquille O'Neal*,35,C,14,16.5
2009,Shaquille O'Neal*,36,C,14,22.3
2010,Shaquille O'Neal*,37,C,14,17.9
2011,Shaquille O'Neal*,38,C,14,17.4
1997,Shareef Abdur-Rahim,20,PF,0,17.4
1998,Shareef Abdur-Rahim,21,SF,0,21.1
1999,Shareef Abdur-Rahim,22,SF,0,20.7
2000,Shareef Abdur-Rahim,23,SF,0,20.2
2001,Shareef Abdur-Rahim,24,SF,0,19.1
2002,Shareef Abdur-Rahim,25,PF,0,19.8
2003,Shareef Abdur-Rahim,26,PF,0,19.9
2004,Shareef Abdur-Rahim,27,PF,0,19.9
2004,Shareef Abdur-Rahim,27,PF,0,21.2
2004,Shareef Abdur-Rahim,27,PF,0,16.5
2005,Shareef Abdur-Rahim,28,PF,0,18.7
2006,Shareef Abdur-Rahim,29,PF,0,17.2
2007,Shareef Abdur-Rahim,30,C,0,13.1
2008,Shareef Abdur-Rahim,31,PF,0,5.5
1995,Sharone Wright,22,C,0,14
1996,Sharone Wright,23,C,0,15.1
1996,Sharone Wright,23,C,0,14.5
1996,Sharone Wright,23,C,0,17.3
1997,Sharone Wright,24,C,0,7.4
1998,Sharone Wright,25,C,0,10.7
2006,Sharrod Ford,24,PF,0,0.6
2005,Shaun Livingston,19,PG,0,10.4
2006,Shaun Livingston,20,PG,0,10.2
2007,Shaun Livingston,21,PG,0,13.7
2009,Shaun Livingston,23,PG,0,12.1
2009,Shaun Livingston,23,PG,0,5.4
2009,Shaun Livingston,23,PG,0,13.5
2010,Shaun Livingston,24,PG,0,12.8
2010,Shaun Livingston,24,PG,0,4.7
2010,Shaun Livingston,24,PG,0,14.4
2011,Shaun Livingston,25,PG,0,14.3
2012,Shaun Livingston,26,SG,0,11
2013,Shaun Livingston,27,PG,0,13
2013,Shaun Livingston,27,PG,0,7.4
2013,Shaun Livingston,27,PG,0,14.6
2014,Shaun Livingston,28,PG,0,14.5
2015,Shaun Livingston,29,PG,0,12.9
2016,Shaun Livingston,30,PG,0,13.8
2017,Shaun Livingston,31,PG,0,10.1
2006,Shavlik Randolph,22,PF,0,12.6
2007,Shavlik Randolph,23,PF,0,15.3
2008,Shavlik Randolph,24,PF,0,15.6
2009,Shavlik Randolph,25,PF,0,19.4
2010,Shavlik Randolph,26,PF,0,6.2
2010,Shavlik Randolph,26,PF,0,4.9
2010,Shavlik Randolph,26,PF,0,16.5
2013,Shavlik Randolph,29,PF,0,15.9
2014,Shavlik Randolph,30,PF,0,7.7
2015,Shavlik Randolph,31,PF,0,7.2
2015,Shavlik Randolph,31,PF,0,6.1
2015,Shavlik Randolph,31,PF,0,11.4
1994,Shawn Bradley,21,C,0,11.6
1995,Shawn Bradley,22,C,0,14.8
1996,Shawn Bradley,23,C,0,15.7
1996,Shawn Bradley,23,C,0,13.4
1996,Shawn Bradley,23,C,0,16.1
1997,Shawn Bradley,24,C,0,16.5
1997,Shawn Bradley,24,C,0,16.3
1997,Shawn Bradley,24,C,0,16.7
1998,Shawn Bradley,25,C,0,17.7
1999,Shawn Bradley,26,C,0,19.6
2000,Shawn Bradley,27,C,0,17
2001,Shawn Bradley,28,C,0,16.2
2002,Shawn Bradley,29,C,0,14.6
2003,Shawn Bradley,30,C,0,18.3
2004,Shawn Bradley,31,C,0,15.6
2005,Shawn Bradley,32,C,0,11
1990,Shawn Kemp,20,PF,3,15.9
1991,Shawn Kemp,21,PF,3,17.6
1992,Shawn Kemp,22,PF,3,21.6
1993,Shawn Kemp,23,PF,3,20.4
1994,Shawn Kemp,24,PF,3,22.9
1995,Shawn Kemp,25,PF,3,21.7
1996,Shawn Kemp,26,PF,3,22.6
1997,Shawn Kemp,27,PF,3,20.7
1998,Shawn Kemp,28,PF,3,17.5
1999,Shawn Kemp,29,PF,3,23.6
2000,Shawn Kemp,30,C,3,17.2
2001,Shawn Kemp,31,PF,3,11.4
2002,Shawn Kemp,32,PF,3,12.1
2003,Shawn Kemp,33,C,3,11.7
2017,Shawn Long,24,C,0,24.1
2000,Shawn Marion,21,SF,1,17.1
2001,Shawn Marion,22,SF,1,21
2002,Shawn Marion,23,SF,1,19.8
2003,Shawn Marion,24,SF,1,21.3
2004,Shawn Marion,25,SF,1,19.9
2005,Shawn Marion,26,PF,1,21.7
2006,Shawn Marion,27,PF,1,23.6
2007,Shawn Marion,28,SF,1,20.8
2008,Shawn Marion,29,PF,1,19.2
2008,Shawn Marion,29,PF,1,20
2008,Shawn Marion,29,PF,1,17.1
2009,Shawn Marion,30,SF,1,16
2009,Shawn Marion,30,SF,1,15.7
2009,Shawn Marion,30,SF,1,16.4
2010,Shawn Marion,31,SF,1,14.7
2011,Shawn Marion,32,SF,1,17
2012,Shawn Marion,33,SF,1,15
2013,Shawn Marion,34,PF,1,18
2014,Shawn Marion,35,SF,1,13.7
2015,Shawn Marion,36,SF,1,11
1996,Shawn Respert,23,SG,0,10.8
1997,Shawn Respert,24,SG,0,11.5
1997,Shawn Respert,24,SG,0,4.4
1997,Shawn Respert,24,SG,0,13
1998,Shawn Respert,25,SG,0,12.3
1998,Shawn Respert,25,SG,0,12.9
1998,Shawn Respert,25,SG,0,10.3
1999,Shawn Respert,26,SG,0,11.4
2007,Shawne Williams,20,SG,0,9.7
2008,Shawne Williams,21,SF,0,12.8
2009,Shawne Williams,22,SF,0,7.5
2011,Shawne Williams,24,PF,0,12.2
2012,Shawne Williams,25,SF,0,4.9
2014,Shawne Williams,27,PF,0,9.5
2015,Shawne Williams,28,SF,0,10.5
2015,Shawne Williams,28,SF,0,11.2
2015,Shawne Williams,28,SF,0,6.7
1997,Shawnelle Scott,24,C,0,18.7
1998,Shawnelle Scott,25,C,0,10.6
2001,Shawnelle Scott,28,C,0,12
2002,Shawnelle Scott,29,C,0,14.5
2015,Shayne Whittington,23,PF,0,20
2016,Shayne Whittington,24,PF,0,7.4
1998,Shea Seals,22,SG,0,4.9
2007,Shelden Williams,23,PF,0,12.3
2008,Shelden Williams,24,PF,0,11.9
2008,Shelden Williams,24,PF,0,9.8
2008,Shelden Williams,24,PF,0,14.2
2009,Shelden Williams,25,PF,0,13.7
2009,Shelden Williams,25,PF,0,12.2
2009,Shelden Williams,25,PF,0,16
2010,Shelden Williams,26,PF,0,14.1
2011,Shelden Williams,27,PF,0,12.3
2011,Shelden Williams,27,PF,0,11.3
2011,Shelden Williams,27,PF,0,15.9
2012,Shelden Williams,28,C,0,11.9
2017,Sheldon McClellan,24,SG,0,10.1
2012,Shelvin Mack,21,PG,0,11.9
2013,Shelvin Mack,22,PG-SG,0,11.3
2013,Shelvin Mack,22,PG,0,10.4
2013,Shelvin Mack,22,SG,0,-6.4
2013,Shelvin Mack,22,PG,0,12.3
2014,Shelvin Mack,23,PG,0,13.2
2015,Shelvin Mack,24,PG,0,13.2
2016,Shelvin Mack,25,PG,0,13.6
2016,Shelvin Mack,25,PG,0,15.4
2016,Shelvin Mack,25,PG,0,13.2
2017,Shelvin Mack,26,PG,0,10.9
1996,Sherell Ford,23,SF,0,16.4
1990,Sherman Douglas,23,PG,0,17
1991,Sherman Douglas,24,PG,0,18
1992,Sherman Douglas,25,PG,0,13.8
1992,Sherman Douglas,25,PG,0,12.6
1992,Sherman Douglas,25,PG,0,14
1993,Sherman Douglas,26,PG,0,13.5
1994,Sherman Douglas,27,PG,0,14.3
1995,Sherman Douglas,28,PG,0,17
1996,Sherman Douglas,29,PG,0,14.6
1996,Sherman Douglas,29,PG,0,9.3
1996,Sherman Douglas,29,PG,0,15.2
1997,Sherman Douglas,30,PG,0,14.6
1998,Sherman Douglas,31,PG,0,15.6
1999,Sherman Douglas,32,PG,0,11.5
2000,Sherman Douglas,33,PG,0,15.4
2001,Sherman Douglas,34,PG,0,9.9
2011,Sherron Collins,23,PG,0,3.6
1990,Sidney Green,29,C,0,12.7
1991,Sidney Green,30,PF,0,11.6
1992,Sidney Green,31,PF,0,10.5
1993,Sidney Green,32,PF,0,11.3
1993,Sidney Green,32,PF,0,12.5
1993,Sidney Green,32,PF,0,9.3
1990,Sidney Lowe,30,PG,0,8.7
1991,Sidney Moncrief,33,SG,0,11.2
2015,Sim Bhullar,22,C,0,44.3
2017,Skal Labissiere,20,PF,0,16.8
1994,Skeeter Henry,26,SG,0,5.6
2004,Slavko Vranes,21,C,0,-20.4
1990,Sleepy Floyd,29,PG,0,14.2
1991,Sleepy Floyd,30,PG,0,16.1
1992,Sleepy Floyd,31,PG,0,12.1
1993,Sleepy Floyd,32,PG,0,12.1
1994,Sleepy Floyd,33,PG,0,6
1995,Sleepy Floyd,34,SG,0,6.3
2003,Smush Parker,21,PG,0,11.3
2005,Smush Parker,23,PG,0,6
2005,Smush Parker,23,PG,0,6.6
2005,Smush Parker,23,PG,0,4.3
2006,Smush Parker,24,PG,0,13.4
2007,Smush Parker,25,PG,0,11.6
2008,Smush Parker,26,PG,0,7
2008,Smush Parker,26,PG,0,5.5
2008,Smush Parker,26,PG,0,7.6
2011,Solomon Alabi,22,C,0,2
2012,Solomon Alabi,23,C,0,14.2
2014,Solomon Hill,22,SF,0,7.6
2015,Solomon Hill,23,SF,0,10.2
2016,Solomon Hill,24,SF,0,12.2
2017,Solomon Hill,25,SF,0,8
2007,Solomon Jones,22,PF,0,12.3
2008,Solomon Jones,23,PF,0,6.8
2009,Solomon Jones,24,C,0,12
2010,Solomon Jones,25,C,0,9.9
2011,Solomon Jones,26,C,0,8.5
2012,Solomon Jones,27,C-PF,0,9.1
2012,Solomon Jones,27,PF,0,5.3
2012,Solomon Jones,27,C,0,11
2013,Solomon Jones,28,PF,0,-5.7
2014,Solomon Jones,29,PF,0,5.8
2009,Sonny Weems,22,SG,0,-3.9
2010,Sonny Weems,23,SG,0,12.9
2011,Sonny Weems,24,SF,0,10.2
2016,Sonny Weems,29,SG-SF,0,3.7
2016,Sonny Weems,29,SG,0,4.3
2016,Sonny Weems,29,SF,0,0.8
2001,Soumaila Samake,22,C,0,9
2003,Soumaila Samake,24,C,0,12.9
2002,Speedy Claxton,23,PG,0,12.6
2003,Speedy Claxton,24,PG,0,15.9
2004,Speedy Claxton,25,PG,0,17.3
2005,Speedy Claxton,26,PG,0,15.8
2005,Speedy Claxton,26,PG,0,16.4
2005,Speedy Claxton,26,PG,0,13.4
2006,Speedy Claxton,27,PG,0,16.1
2007,Speedy Claxton,28,PG,0,7.3
2009,Speedy Claxton,30,PG,0,5.7
2015,Spencer Dinwiddie,21,PG,0,10.2
2016,Spencer Dinwiddie,22,PG,0,8.9
2017,Spencer Dinwiddie,23,PG,0,12.7
2008,Spencer Hawes,19,C,0,11.6
2009,Spencer Hawes,20,C,0,13
2010,Spencer Hawes,21,C,0,13.8
2011,Spencer Hawes,22,C,0,12.8
2012,Spencer Hawes,23,C,0,18.1
2013,Spencer Hawes,24,C,0,16
2014,Spencer Hawes,25,C,0,15.7
2014,Spencer Hawes,25,C,0,15.3
2014,Spencer Hawes,25,C,0,16.6
2015,Spencer Hawes,26,PF,0,9.8
2016,Spencer Hawes,27,PF,0,12.4
2017,Spencer Hawes,28,PF,0,15.6
2017,Spencer Hawes,28,PF,0,14.8
2017,Spencer Hawes,28,PF,0,18.6
1990,Spud Webb,26,PG,0,15.3
1991,Spud Webb,27,PG,0,16.6
1992,Spud Webb,28,PG,0,15.1
1993,Spud Webb,29,PG,0,14.4
1994,Spud Webb,30,PG,0,15.2
1995,Spud Webb,31,PG,0,13.7
1996,Spud Webb,32,PG,0,14.8
1996,Spud Webb,32,PG,0,15.3
1996,Spud Webb,32,PG,0,14.3
1998,Spud Webb,34,PG,0,3.2
1992,Stacey Augmon,23,SG,0,14.4
1993,Stacey Augmon,24,SG,0,15.2
1994,Stacey Augmon,25,SG,0,17.9
1995,Stacey Augmon,26,SG,0,16
1996,Stacey Augmon,27,SF,0,15.9
1997,Stacey Augmon,28,SG,0,11.3
1997,Stacey Augmon,28,SG,0,9.6
1997,Stacey Augmon,28,SG,0,12.1
1998,Stacey Augmon,29,SG,0,10.3
1999,Stacey Augmon,30,SF,0,13
2000,Stacey Augmon,31,SG,0,12.2
2001,Stacey Augmon,32,SG,0,12.3
2002,Stacey Augmon,33,SG,0,11.5
2003,Stacey Augmon,34,SG,0,9.3
2004,Stacey Augmon,35,SF,0,10
2005,Stacey Augmon,36,SF,0,9.8
2006,Stacey Augmon,37,SF,0,7.6
1990,Stacey King,23,PF,0,13.8
1991,Stacey King,24,PF,0,10.2
1992,Stacey King,25,PF,0,13.4
1993,Stacey King,26,C,0,12.8
1994,Stacey King,27,C,0,11.6
1994,Stacey King,27,C,0,10.4
1994,Stacey King,27,C,0,12.9
1995,Stacey King,28,PF,0,9.5
1996,Stacey King,29,PF,0,2
1997,Stacey King,30,C,0,7.7
1997,Stacey King,30,C,0,16
1997,Stacey King,30,C,0,3.7
1990,Stan Kimbrough,23,PG,0,12.1
1993,Stan Kimbrough,26,PG,0,8.2
2001,Stanislav Medvedenko,21,PF,0,21.8
2002,Stanislav Medvedenko,22,C,0,15.6
2003,Stanislav Medvedenko,23,PF,0,10.3
2004,Stanislav Medvedenko,24,PF,0,13.6
2005,Stanislav Medvedenko,25,PF,0,11.9
2006,Stanislav Medvedenko,26,PF,0,11
2007,Stanislav Medvedenko,27,C,0,13.7
1990,Stanley Brundy,22,SF,0,10.1
1994,Stanley Jackson,23,SG,0,17.8
2016,Stanley Johnson,19,SF,0,8.7
2017,Stanley Johnson,20,SF,0,7.2
1992,Stanley Roberts,21,C,0,16.3
1993,Stanley Roberts,22,C,0,14.7
1994,Stanley Roberts,23,C,0,8.5
1996,Stanley Roberts,25,C,0,12.8
1997,Stanley Roberts,26,C,0,14.1
1998,Stanley Roberts,27,C,0,11.9
1999,Stanley Roberts,28,C,0,9.7
2000,Stanley Roberts,29,C,0,3
1996,Stefano Rusconi,27,PF,0,2.4
2008,Stephane Lasme,25,PF-SF,0,11.7
2008,Stephane Lasme,25,SF,0,
2008,Stephane Lasme,25,PF,0,11.7
2006,Stephen Graham,23,SG,0,6.9
2006,Stephen Graham,23,SG,0,9.7
2006,Stephen Graham,23,SG,0,2.4
2006,Stephen Graham,23,SG,0,6.7
2007,Stephen Graham,24,SG,0,5.4
2008,Stephen Graham,25,SF,0,21.9
2009,Stephen Graham,26,SG,0,8.5
2010,Stephen Graham,27,SG,0,11.2
2011,Stephen Graham,28,SG,0,4.4
1993,Stephen Howard,22,SF,0,9.8
1994,Stephen Howard,23,SF,0,19.4
1997,Stephen Howard,26,SF,0,16
1997,Stephen Howard,26,SF,0,19.5
1997,Stephen Howard,26,SF,0,15.4
1998,Stephen Howard,27,SF,0,9.8
2001,Stephen Jackson,22,SF,0,12.1
2002,Stephen Jackson,23,SF,0,7.9
2003,Stephen Jackson,24,SG,0,14.5
2004,Stephen Jackson,25,SF,0,16.1
2005,Stephen Jackson,26,SF,0,15.9
2006,Stephen Jackson,27,SG,0,13.6
2007,Stephen Jackson,28,SF-SG,0,14.4
2007,Stephen Jackson,28,SG,0,13.1
2007,Stephen Jackson,28,SF,0,15.7
2008,Stephen Jackson,29,SF,0,14.9
2009,Stephen Jackson,30,SF,0,16.1
2010,Stephen Jackson,31,SG-PF,0,15.6
2010,Stephen Jackson,31,PF,0,14.5
2010,Stephen Jackson,31,SG,0,15.7
2011,Stephen Jackson,32,SG,0,14.6
2012,Stephen Jackson,33,SF,0,10.7
2012,Stephen Jackson,33,SF,0,8.9
2012,Stephen Jackson,33,SF,0,13.1
2013,Stephen Jackson,34,SF,0,8
2014,Stephen Jackson,35,SF,0,0.1
1992,Stephen Thompson,23,SG,0,11.5
1992,Stephen Thompson,23,SG,0,-4.6
1992,Stephen Thompson,23,SG,0,14.6
2017,Stephen Zimmerman,20,C,0,7.3
1997,Stephon Marbury,19,PG,2,16.1
1998,Stephon Marbury,20,PG,2,16.3
1999,Stephon Marbury,21,PG,2,20.8
1999,Stephon Marbury,21,PG,2,18.8
1999,Stephon Marbury,21,PG,2,21.8
2000,Stephon Marbury,22,PG,2,20.7
2001,Stephon Marbury,23,PG,2,22.7
2002,Stephon Marbury,24,PG,2,18.1
2003,Stephon Marbury,25,PG,2,20.1
2004,Stephon Marbury,26,PG,2,20.4
2004,Stephon Marbury,26,PG,2,19.9
2004,Stephon Marbury,26,PG,2,20.9
2005,Stephon Marbury,27,PG,2,21.9
2006,Stephon Marbury,28,PG,2,16.4
2007,Stephon Marbury,29,PG,2,15.3
2008,Stephon Marbury,30,PG,2,13.8
2009,Stephon Marbury,31,PG,2,4.4
1990,Steve Alford,25,PG,0,18.7
1991,Steve Alford,26,PG,0,20.5
1992,Steve Bardo,23,SG,0,32.3
1993,Steve Bardo,24,SG,0,7.7
1996,Steve Bardo,27,SG,0,8.4
2004,Steve Blake,23,PG,0,10.9
2005,Steve Blake,24,PG,0,8.4
2006,Steve Blake,25,PG,0,14.5
2007,Steve Blake,26,PG,0,9.9
2007,Steve Blake,26,PG,0,6.8
2007,Steve Blake,26,PG,0,11
2008,Steve Blake,27,PG,0,12
2009,Steve Blake,28,PG,0,14.4
2010,Steve Blake,29,PG,0,11.6
2010,Steve Blake,29,PG,0,11.2
2010,Steve Blake,29,PG,0,12.3
2011,Steve Blake,30,PG,0,7.5
2012,Steve Blake,31,PG,0,8.5
2013,Steve Blake,32,PG,0,11.7
2014,Steve Blake,33,PG,0,11
2014,Steve Blake,33,PG,0,12.1
2014,Steve Blake,33,PG,0,9.4
2015,Steve Blake,34,PG,0,9.5
2016,Steve Blake,35,PG,0,9.8
1990,Steve Bucknall,23,SG,0,0
1992,Steve Burtt,29,SG,0,13.4
1993,Steve Burtt,30,SG,0,18.5
1990,Steve Colter,27,PG,0,15.9
1991,Steve Colter,28,PG,0,9.5
1995,Steve Colter,32,PG,0,11.3
2000,Steve Francis,22,PG,0,18.4
2001,Steve Francis,23,PG,0,21.6
2002,Steve Francis,24,PG,0,19.1
2003,Steve Francis,25,PG,0,20.6
2004,Steve Francis,26,PG,0,15.8
2005,Steve Francis,27,PG,0,18.9
2006,Steve Francis,28,PG-SG,0,15.2
2006,Steve Francis,28,PG,0,15.9
