Dickey Simpkins,1998.14,25.14,3.0,0.0,0.0,0.0,46.71,14.29,743.0,13.74,9.86,0.49,0.03,0.53,8.24,14.27,11.21,14.83,0.79,0.76,20.03,13.9,-0.11,0.77,0.69,0.06,-4.5,-1.8,-6.3,-0.31,70.71,1.29,160.57,2.91,0.44,0.29,0.0,1.29,0.03,0.27,70.43,159.29,0.45,0.45,56.57,1.04,91.57,1.7,0.64,60.43,1.09,109.14,1.96,169.57,3.03,43.57,0.9,13.0,0.24,8.57,0.14,52.57,0.93,84.71,1.5,198.29,3.66
Didier Ilunga-Mbenga,2008.0,27.0,0.0,0.0,0.0,0.0,33.43,0.57,223.71,6.3,9.86,0.49,0.0,0.28,8.36,14.87,11.67,4.27,1.29,6.9,18.83,15.11,-0.04,0.37,0.34,0.06,-5.21,2.53,-2.67,0.0,25.71,0.71,54.71,1.56,0.45,0.0,0.0,0.29,0.0,0.22,25.71,54.43,0.45,0.45,7.71,0.23,12.71,0.37,0.66,18.43,0.49,31.71,0.84,50.14,1.31,5.86,0.17,5.29,0.14,20.14,0.57,12.43,0.37,40.86,1.19,59.14,1.67
Dikembe Mutombo*,2000.5,33.5,0.0,0.11,1.61,3.0,66.44,55.39,2043.94,28.86,16.14,0.57,0.0,0.63,12.29,25.72,19.07,4.37,0.67,6.21,17.73,13.99,2.69,3.8,6.5,0.15,-2.28,3.23,0.94,2.13,231.61,3.19,446.94,6.22,0.51,0.0,0.0,0.11,0.0,0.28,231.61,446.83,0.51,0.51,188.39,2.61,275.56,3.82,0.69,211.56,3.02,475.06,6.64,686.61,9.64,68.89,0.94,27.44,0.38,182.72,2.56,120.72,1.67,187.94,2.68,651.61,8.96
Dion Glover,2002.5,23.5,12.0,0.0,0.0,0.0,49.0,17.5,1022.0,18.43,12.92,0.48,0.24,0.3,4.17,11.78,8.02,12.03,2.1,1.17,11.95,21.05,0.28,0.7,0.98,0.06,-1.42,-0.75,-2.13,-0.12,152.33,2.7,370.33,6.67,0.4,24.67,0.42,77.83,1.48,0.27,127.67,292.5,0.45,0.43,71.83,1.4,95.0,1.87,0.75,35.5,0.65,114.0,1.97,149.5,2.65,75.83,1.33,38.83,0.7,10.83,0.25,61.67,1.07,81.17,1.52,401.17,7.27
Dion Waiters,2015.0,23.0,12.0,0.0,0.0,0.0,67.0,30.6,1914.4,28.74,12.5,0.49,0.29,0.22,1.7,8.84,5.26,16.46,1.76,0.76,12.0,23.9,0.1,1.38,1.46,0.04,-0.86,-1.48,-2.36,-0.22,340.8,5.2,824.6,12.58,0.41,79.8,1.22,230.8,3.56,0.35,261.0,593.8,0.44,0.46,126.2,1.92,180.8,2.78,0.69,29.8,0.46,148.6,2.28,178.4,2.7,181.8,2.86,66.8,0.98,17.8,0.28,122.2,1.86,131.8,1.98,887.6,13.6
Dirk Nowitzki,2008.0,29.0,3.0,0.63,7.26,12.0,73.37,71.74,2561.74,34.36,22.18,0.57,0.21,0.35,3.34,21.59,12.54,12.6,1.23,1.87,8.68,26.57,7.45,3.14,10.59,0.19,2.82,0.09,2.91,3.46,562.53,7.51,1189.47,15.92,0.47,93.68,1.26,245.68,3.32,0.38,468.84,943.79,0.49,0.51,373.89,4.93,425.32,5.63,0.87,75.84,1.01,497.47,6.66,573.32,7.66,184.0,2.46,60.95,0.83,64.11,0.85,127.63,1.72,177.84,2.41,1592.63,21.21
Doc Rivers,1993.0,31.0,6.0,0.0,0.0,0.0,60.43,30.29,1482.57,24.99,13.79,0.52,0.3,0.28,2.0,9.47,5.77,23.07,3.16,0.91,14.63,16.83,1.66,2.11,3.77,0.12,0.33,1.27,1.63,1.49,196.43,3.24,463.71,7.64,0.42,41.14,0.69,122.71,2.06,0.34,155.29,341.0,0.44,0.47,111.0,1.79,136.86,2.21,0.78,27.43,0.44,126.57,2.11,154.0,2.57,232.43,4.07,94.43,1.57,20.57,0.34,82.14,1.41,159.57,2.61,545.0,9.0
Dominic McGuire,2010.5,24.5,9.0,0.0,0.0,0.0,57.0,14.0,891.33,14.87,8.52,0.43,0.02,0.23,7.75,18.7,13.15,9.62,1.4,2.55,19.38,10.9,-0.0,0.73,0.7,0.03,-4.2,1.65,-2.55,0.08,64.67,1.1,154.5,2.6,0.41,0.5,0.0,2.67,0.05,0.22,64.17,151.83,0.41,0.41,26.67,0.4,40.5,0.65,0.49,57.33,0.95,137.5,2.32,194.83,3.25,70.33,1.1,25.67,0.43,30.67,0.5,40.33,0.67,83.5,1.43,156.5,2.55
Dominique Wilkins*,1993.88,33.88,9.0,0.38,6.0,7.0,64.38,54.75,2183.62,32.1,20.91,0.53,0.18,0.35,8.79,14.24,11.44,13.08,1.5,0.81,10.19,30.07,5.25,1.5,6.76,0.13,3.1,-1.84,1.28,2.3,548.25,8.01,1206.5,17.74,0.44,71.62,1.02,214.75,3.15,0.32,476.62,991.75,0.47,0.47,345.75,5.13,422.0,6.26,0.8,163.25,2.41,259.88,3.85,423.12,6.25,165.0,2.48,70.88,1.0,29.88,0.44,148.0,2.21,108.12,1.6,1513.88,22.2
Don MacLean,1997.0,27.0,9.0,0.0,0.0,0.0,35.44,12.33,742.11,17.26,11.27,0.47,0.11,0.32,6.49,13.96,10.18,8.66,1.02,0.56,13.31,22.91,0.78,0.27,1.03,0.03,-3.2,-2.54,-5.72,-0.32,146.67,3.14,322.44,7.18,0.4,6.22,0.21,21.89,0.68,0.4,140.44,300.56,0.39,0.42,88.22,1.91,115.33,2.59,0.73,39.56,0.94,94.89,2.19,134.44,3.11,44.89,0.94,13.11,0.32,5.67,0.16,44.22,1.09,66.44,1.7,387.78,8.4
Don Reid,1999.5,25.5,3.0,0.0,0.0,0.0,50.38,18.62,671.75,13.01,8.14,0.51,0.0,0.43,8.32,14.35,11.34,3.82,1.64,3.48,14.24,14.28,0.69,1.03,1.7,0.07,-3.82,1.04,-2.79,0.31,72.88,1.29,137.38,2.79,0.46,0.0,0.0,0.12,0.0,0.27,72.88,137.25,0.47,0.46,36.0,0.72,54.75,1.2,0.65,54.62,0.94,91.5,1.59,146.12,2.52,17.88,0.32,22.75,0.41,35.25,0.6,31.62,0.55,141.88,2.96,181.75,3.31
Donald Hodge,1994.0,24.0,0.0,0.0,0.0,0.0,49.8,7.0,700.2,12.94,9.92,0.47,0.01,0.3,8.8,15.58,11.96,8.04,1.1,2.32,14.94,15.64,-0.04,0.42,0.36,0.04,-3.86,-0.16,-4.02,-0.36,92.4,1.64,211.4,3.78,0.43,0.8,0.02,2.8,0.06,0.31,91.6,208.6,0.43,0.43,50.8,0.9,71.4,1.22,0.74,61.2,1.14,100.6,1.8,161.8,2.96,38.2,0.68,16.8,0.3,19.0,0.42,47.2,0.8,106.2,2.02,236.4,4.24
Donald Royal,1994.38,27.38,9.0,0.0,0.0,0.0,63.0,11.0,1055.25,16.04,12.29,0.56,0.01,0.75,7.91,11.32,9.65,7.72,1.55,0.72,15.92,16.8,1.49,0.89,2.39,0.1,-1.47,-0.74,-2.19,0.08,120.5,1.8,254.5,3.86,0.46,0.0,0.0,1.75,0.01,0.08,120.5,252.75,0.46,0.46,154.12,2.28,200.25,2.98,0.78,69.25,1.05,109.62,1.62,178.88,2.7,62.5,0.94,30.88,0.48,12.38,0.16,67.88,1.01,108.5,1.64,395.12,5.89
Donald Sloan,2014.0,26.0,6.0,0.0,0.0,0.0,43.6,13.2,749.8,16.48,10.8,0.47,0.28,0.23,1.62,11.52,6.54,25.22,1.12,0.14,15.68,17.4,0.38,0.42,0.82,0.04,-2.28,-1.88,-4.18,-0.24,89.8,1.94,219.6,4.84,0.39,19.6,0.4,63.2,1.32,0.28,70.2,156.4,0.43,0.43,38.6,0.86,51.2,1.12,0.74,10.8,0.24,80.2,1.7,91.0,1.92,130.2,2.78,16.6,0.34,1.6,0.04,46.0,1.02,38.6,0.86,237.8,5.14
Donatas Motiejunas,2015.0,24.0,3.0,0.0,0.0,0.0,49.6,20.2,910.6,17.04,11.56,0.51,0.3,0.28,7.12,15.34,11.28,9.66,1.26,1.4,14.5,19.6,0.54,0.9,1.46,0.06,-2.12,-0.64,-2.74,0.02,145.6,2.68,310.4,5.82,0.45,24.2,0.44,80.8,1.62,0.28,121.4,229.6,0.52,0.49,49.8,0.92,83.0,1.56,0.6,59.2,1.1,130.6,2.42,189.8,3.5,54.0,1.02,23.6,0.46,16.2,0.28,56.8,1.08,106.4,2.04,365.2,6.76
Donnell Harvey,2003.0,22.0,3.0,0.0,0.0,0.0,41.0,7.8,663.6,12.16,16.4,0.62,0.01,0.86,10.26,24.1,17.1,7.78,2.06,2.42,17.94,17.2,0.2,0.72,0.96,0.15,-1.66,1.0,-0.66,-0.14,90.6,1.62,197.0,3.34,0.59,0.2,0.0,2.0,0.04,0.22,90.4,195.0,0.59,0.59,48.6,1.04,73.8,1.56,0.68,52.2,1.02,113.2,2.24,165.4,3.24,32.2,0.58,19.4,0.38,16.0,0.36,41.8,0.76,92.8,1.74,230.0,4.3
Donny Marshall,1999.6,26.6,9.0,0.0,0.0,0.0,23.8,0.0,183.8,6.06,1.36,0.35,0.35,0.4,3.7,19.02,11.32,3.88,1.72,0.28,14.12,21.04,-0.08,0.22,0.16,-0.11,-9.94,-3.26,-13.2,-0.14,17.4,0.5,54.2,1.84,0.25,8.4,0.18,25.0,0.7,0.22,9.0,29.2,0.26,0.28,15.4,0.54,22.6,0.78,0.72,7.8,0.22,16.4,0.66,24.2,0.88,7.2,0.18,7.4,0.22,1.0,0.04,9.0,0.34,21.4,0.76,58.6,1.74
Donyell Marshall,2002.0,28.0,3.0,0.0,0.0,0.0,63.8,28.13,1668.47,24.62,16.27,0.52,0.33,0.23,8.23,20.43,14.24,9.07,1.55,2.55,10.89,20.57,1.83,2.12,3.93,0.11,0.25,0.38,0.62,1.29,273.07,4.01,627.33,9.25,0.43,60.13,0.91,171.87,2.57,0.34,212.93,455.47,0.46,0.49,108.13,1.59,147.93,2.18,0.72,126.53,1.87,298.53,4.39,425.07,6.26,87.0,1.3,52.67,0.77,56.53,0.85,86.13,1.27,144.87,2.17,714.4,10.53
Dorell Wright,2010.0,24.0,9.0,0.0,0.0,0.0,49.91,20.18,1116.36,18.92,12.27,0.51,0.35,0.23,3.05,17.54,10.35,10.46,2.18,1.34,12.84,18.41,1.25,1.11,2.36,0.06,-2.23,0.29,-1.94,0.67,150.64,2.49,355.27,5.98,0.41,56.09,0.81,153.73,2.33,0.32,94.55,201.55,0.45,0.47,60.55,1.0,75.09,1.29,0.79,34.09,0.55,156.18,2.75,190.27,3.31,77.27,1.27,38.0,0.71,24.64,0.37,43.18,0.85,71.82,1.3,417.91,6.79
Doug Christie,2000.0,29.0,12.0,0.0,0.0,0.0,55.13,47.2,1738.6,27.45,12.0,0.5,0.27,0.33,3.79,11.01,7.41,17.18,2.88,0.99,18.97,17.69,1.76,1.94,3.71,0.06,-0.99,0.85,-0.15,1.69,215.87,3.25,506.93,7.78,0.4,53.67,0.75,151.47,2.19,0.29,162.2,355.47,0.43,0.44,134.67,2.09,164.0,2.59,0.8,53.13,0.85,172.33,2.65,225.47,3.49,199.47,3.09,103.67,1.61,26.13,0.39,114.73,1.88,136.73,2.29,620.07,9.33
Doug Overton,1998.09,28.09,6.0,0.0,0.0,0.0,45.36,5.64,661.36,14.04,9.2,0.47,0.18,0.21,2.06,8.0,4.97,21.36,1.34,0.22,17.49,17.44,0.05,0.17,0.23,0.0,-3.19,-2.84,-6.03,-0.55,80.0,1.68,194.0,4.14,0.4,9.82,0.2,30.82,0.71,0.24,70.18,163.18,0.42,0.42,35.0,0.69,42.91,0.87,0.8,12.73,0.26,46.73,0.97,59.45,1.24,94.36,1.97,18.36,0.35,1.73,0.03,43.0,0.95,52.91,1.17,204.82,4.29
Doug Smith,1994.0,24.0,3.0,0.0,0.0,0.0,59.2,23.6,1166.6,17.46,10.18,0.44,0.01,0.18,8.16,15.66,11.64,10.02,1.84,1.42,13.38,21.64,-0.36,0.96,0.6,-0.0,-3.96,-0.56,-4.5,-0.3,204.0,3.02,479.8,7.2,0.41,0.6,0.0,7.2,0.1,0.12,203.4,472.6,0.42,0.41,62.6,0.92,81.0,1.22,0.74,78.8,1.22,168.0,2.48,246.8,3.7,80.0,1.16,44.8,0.66,30.0,0.44,70.6,1.12,195.8,2.98,471.2,7.0
Doug West,1995.5,27.5,12.0,0.0,0.0,0.0,56.33,31.58,1387.42,22.37,9.98,0.49,0.04,0.27,3.93,9.1,6.49,11.7,1.47,1.0,12.12,16.91,1.0,0.44,1.48,0.04,-2.32,-1.18,-3.51,-0.18,219.25,3.28,456.08,6.97,0.44,3.08,0.05,16.17,0.26,0.1,216.17,439.92,0.45,0.45,98.17,1.52,122.5,1.91,0.79,44.33,0.68,94.83,1.58,139.17,2.26,107.67,1.68,38.25,0.63,15.75,0.28,68.58,1.07,155.17,2.59,539.75,8.12
Draymond Green,2015.0,24.0,3.0,0.4,0.6,2.0,79.4,49.8,2125.4,26.8,14.4,0.51,0.35,0.29,5.34,21.18,13.58,18.32,2.44,2.82,17.0,16.2,2.38,4.22,6.58,0.13,-0.6,3.8,3.18,3.28,256.6,3.26,590.0,7.46,0.42,72.2,0.92,216.4,2.74,0.32,184.4,373.6,0.47,0.47,127.8,1.62,184.0,2.32,0.71,98.0,1.22,438.8,5.52,536.8,6.78,325.4,4.14,108.0,1.36,83.0,1.06,143.6,1.8,220.0,2.78,713.2,9.0
Drew Gooden,2009.5,27.5,3.0,0.0,0.0,0.0,56.43,35.71,1437.64,23.29,15.11,0.5,0.08,0.28,10.38,21.01,15.61,7.61,1.4,1.82,11.65,21.36,1.36,1.79,3.14,0.09,-2.01,-0.15,-2.16,0.16,245.14,3.96,531.07,8.68,0.44,6.29,0.14,24.43,0.51,0.21,238.86,506.64,0.46,0.45,121.5,1.94,159.93,2.53,0.76,134.14,2.14,267.14,4.29,401.29,6.44,64.0,1.06,38.86,0.64,33.86,0.55,82.71,1.31,139.79,2.35,618.07,9.99
Duane Causwell,1996.0,27.0,0.0,0.0,0.0,0.0,49.18,23.82,855.36,15.22,10.71,0.53,0.0,0.49,9.58,18.24,13.94,3.24,1.05,5.38,18.24,14.4,0.33,1.11,1.44,0.07,-4.29,1.78,-2.54,0.15,93.55,1.65,184.45,3.28,0.5,0.18,0.0,0.64,0.01,0.23,93.36,183.82,0.5,0.5,53.45,0.95,86.55,1.55,0.58,72.18,1.28,134.45,2.41,206.64,3.7,22.09,0.36,20.0,0.35,69.73,1.2,45.45,0.85,133.73,2.55,240.73,4.26
Duane Ferrell,1994.5,28.5,9.0,0.0,0.0,0.0,54.2,7.2,850.3,13.31,10.34,0.47,0.05,0.36,7.95,8.04,8.0,8.1,1.8,0.76,12.57,19.1,0.88,0.62,1.52,0.04,-2.57,-1.1,-3.67,0.05,138.5,2.07,287.8,4.46,0.42,4.2,0.06,14.6,0.21,0.22,134.3,273.2,0.43,0.42,79.2,1.17,105.2,1.61,0.69,53.3,0.86,55.8,0.87,109.1,1.74,49.9,0.75,29.5,0.45,9.9,0.15,49.7,0.76,86.9,1.36,360.4,5.37
Dwayne Jones,2008.0,24.0,3.0,0.0,0.0,0.0,16.4,0.0,127.2,6.26,5.84,0.51,0.03,1.93,10.26,24.84,17.68,1.28,0.34,1.68,22.72,9.02,0.08,0.16,0.28,0.05,-6.78,-1.44,-8.18,-0.04,6.6,0.28,13.0,0.6,0.39,0.0,0.0,0.2,0.0,0.25,6.6,12.8,0.4,0.4,8.2,0.48,16.6,0.88,0.57,17.2,0.64,21.0,1.22,38.2,1.84,2.4,0.06,2.2,0.06,5.8,0.16,5.2,0.34,22.4,0.98,21.4,1.04
Dwayne Schintzius,1994.62,25.62,0.0,0.0,0.0,0.0,27.12,4.12,243.75,8.44,8.74,0.41,0.01,0.22,9.29,19.92,14.65,8.11,0.94,3.96,15.01,16.98,-0.22,0.36,0.11,0.02,-5.74,1.03,-4.71,-0.18,32.0,1.03,79.12,2.58,0.37,0.12,0.01,1.0,0.02,0.26,31.88,78.12,0.37,0.37,9.25,0.36,14.5,0.54,0.72,20.88,0.71,46.12,1.55,67.0,2.26,11.62,0.41,3.75,0.16,14.62,0.51,14.88,0.49,40.12,1.39,73.38,2.4
Dwight Howard,2011.0,25.0,0.0,0.62,4.62,8.0,73.38,73.31,2560.85,34.72,21.52,0.6,0.01,0.79,11.89,29.34,20.79,7.52,1.44,4.32,16.98,22.72,4.32,5.05,9.36,0.17,-0.36,2.78,2.42,3.0,460.62,6.29,787.46,10.77,0.59,0.38,0.0,4.31,0.05,0.11,460.23,783.15,0.59,0.59,359.31,4.85,635.0,8.6,0.56,260.92,3.55,669.0,9.09,929.92,12.63,109.69,1.48,71.62,0.98,147.38,1.97,218.08,2.95,237.85,3.22,1280.92,17.45
Dwyane Wade,2010.5,28.5,12.0,0.57,5.07,8.0,65.36,64.57,2310.86,35.24,23.94,0.56,0.09,0.43,4.24,11.51,7.97,30.61,2.44,1.92,13.85,31.68,5.25,3.13,8.37,0.17,3.77,0.95,4.72,4.14,552.79,8.39,1141.07,17.32,0.48,30.79,0.46,107.29,1.59,0.27,522.0,1033.79,0.5,0.5,386.29,5.82,502.93,7.59,0.77,81.43,1.22,232.64,3.53,314.07,4.74,369.5,5.61,107.14,1.64,57.14,0.86,215.71,3.3,149.0,2.28,1522.64,23.06
Earl Barron,2010.25,28.25,0.0,0.0,0.0,0.0,17.5,3.88,248.12,13.31,6.59,0.41,0.02,0.23,11.41,16.19,13.8,3.84,1.0,1.15,12.01,20.05,-0.3,0.21,-0.09,-0.02,-6.36,-2.6,-8.96,-0.32,31.88,1.69,85.88,4.4,0.37,0.38,0.01,2.25,0.08,0.27,31.5,83.62,0.37,0.37,15.88,0.85,22.62,1.2,0.68,23.5,1.45,38.0,2.19,61.5,3.64,7.88,0.39,5.75,0.29,3.75,0.22,13.38,0.7,33.75,2.04,80.0,4.22
Earl Boykins,2005.23,28.23,6.0,0.0,0.0,0.0,50.15,2.62,997.23,17.89,14.76,0.5,0.21,0.27,2.59,5.75,4.15,28.33,1.54,0.15,12.93,21.87,1.57,0.42,2.02,0.08,0.1,-3.3,-3.19,-0.08,159.69,2.81,383.08,6.82,0.41,29.54,0.49,84.92,1.48,0.31,130.15,298.15,0.43,0.44,96.54,1.66,110.23,1.92,0.84,21.15,0.39,46.31,0.88,67.46,1.25,160.92,2.93,30.0,0.54,2.62,0.03,58.15,1.08,50.69,0.94,445.46,7.79
Earl Clark,2012.5,24.5,3.0,0.0,0.0,0.0,43.5,9.0,605.0,12.92,9.15,0.45,0.21,0.2,5.57,18.4,12.02,5.37,1.18,3.08,13.1,18.22,-0.22,0.68,0.47,0.01,-5.07,0.3,-4.75,-0.25,75.5,1.6,187.5,4.03,0.39,13.67,0.3,41.67,0.95,0.28,61.83,145.83,0.42,0.42,25.0,0.5,37.67,0.78,0.6,32.5,0.67,97.17,2.15,129.67,2.8,22.33,0.45,13.83,0.3,22.67,0.5,29.17,0.68,53.83,1.22,189.67,4.02
Earl Watson,2008.0,28.0,6.0,0.0,0.0,0.0,67.54,17.46,1499.54,21.15,11.13,0.48,0.32,0.25,2.91,8.84,5.85,29.28,2.37,0.7,25.34,15.52,0.34,1.14,1.48,0.04,-1.47,-0.65,-2.13,0.07,162.46,2.2,395.31,5.38,0.39,38.62,0.54,119.31,1.63,0.3,123.85,276.0,0.43,0.44,66.69,0.92,94.85,1.29,0.72,35.54,0.51,117.15,1.65,152.69,2.16,297.77,4.22,67.15,0.94,13.54,0.18,119.08,1.68,135.0,1.97,430.23,5.82
Ed Davis,2014.0,24.0,3.0,0.0,0.0,0.0,68.71,13.43,1433.71,20.63,16.27,0.57,0.0,0.41,12.27,22.43,17.29,6.04,1.26,3.47,12.24,14.57,2.66,1.69,4.37,0.14,-0.69,1.4,0.71,1.13,195.0,2.76,346.86,4.94,0.56,0.0,0.0,0.14,0.0,0.27,195.0,346.71,0.56,0.56,78.29,1.13,137.71,1.97,0.58,156.57,2.26,280.86,4.01,437.43,6.26,57.0,0.8,36.43,0.51,64.29,0.9,53.86,0.77,169.29,2.5,468.29,6.64
Ed Pinckney,1993.5,29.5,3.0,0.0,0.0,0.0,59.25,25.75,1082.12,17.85,13.55,0.59,0.0,0.54,12.08,18.62,15.34,4.59,1.84,2.0,17.19,11.8,1.9,1.27,3.18,0.13,-1.05,1.22,0.19,0.82,109.0,1.7,207.25,3.29,0.51,0.0,0.0,0.75,0.0,0.16,109.0,206.5,0.51,0.51,88.38,1.42,111.75,1.76,0.8,119.12,1.89,179.0,3.01,298.12,4.9,42.12,0.59,41.62,0.66,30.75,0.55,45.75,0.78,103.12,1.69,306.38,4.81
Eddie Gill,2005.0,26.0,6.0,0.0,0.0,0.0,26.71,1.29,290.43,11.14,11.01,0.54,0.36,0.32,1.11,10.71,5.9,22.29,2.87,0.77,21.66,16.83,-0.03,0.31,0.27,0.06,-2.59,-0.76,-3.36,-0.06,25.57,1.09,70.86,2.69,0.41,9.0,0.31,28.14,0.9,0.38,16.57,42.71,0.41,0.47,21.43,0.66,25.29,0.79,0.84,4.0,0.11,25.57,0.93,29.57,1.04,31.0,1.51,14.86,0.5,2.0,0.09,19.86,0.81,29.86,1.17,81.57,3.14
Eddie Griffin,2004.6,21.6,3.0,0.0,0.0,0.0,60.6,23.4,1345.8,19.66,12.5,0.42,0.27,0.16,8.98,21.66,15.46,5.92,0.66,5.76,10.32,18.04,0.3,1.88,2.16,0.05,-3.8,1.34,-2.48,0.32,170.8,2.42,452.6,6.56,0.35,47.4,0.64,150.4,2.08,0.24,123.4,302.2,0.38,0.39,45.2,0.68,67.4,1.0,0.69,99.4,1.44,249.4,3.66,348.8,5.14,47.2,0.7,21.0,0.28,103.6,1.5,45.4,0.7,101.2,1.5,434.2,6.18
Eddie House,2006.0,27.0,6.0,0.0,0.0,0.0,65.18,2.82,1127.73,17.16,13.1,0.51,0.4,0.09,1.57,9.62,5.65,15.64,1.97,0.34,9.67,21.92,0.57,1.25,1.83,0.07,-0.21,-1.6,-1.8,0.15,188.91,2.86,461.55,7.01,0.41,74.27,1.09,190.55,2.81,0.38,114.64,271.0,0.42,0.49,34.82,0.55,40.91,0.65,0.85,14.91,0.24,96.27,1.45,111.18,1.65,101.09,1.53,42.73,0.66,5.27,0.08,51.73,0.79,84.27,1.29,486.91,7.35
Eddie Johnson,1995.0,35.0,9.0,0.0,0.0,0.0,63.62,9.62,1400.38,19.68,14.59,0.52,0.19,0.2,4.85,10.61,7.84,11.35,0.99,0.2,10.29,26.49,2.2,0.77,2.97,0.07,-0.25,-3.21,-3.45,0.04,306.5,4.31,671.25,9.51,0.45,37.75,0.54,111.38,1.64,0.29,268.75,559.88,0.48,0.48,136.38,1.8,157.75,2.08,0.84,68.88,0.91,119.25,1.72,188.12,2.65,92.75,1.29,31.5,0.41,5.12,0.05,79.62,1.15,121.62,1.79,787.12,11.0
Eddie Jones,2001.5,29.5,12.0,0.07,0.64,1.0,68.14,64.43,2341.29,33.96,16.22,0.55,0.39,0.28,2.72,10.96,6.91,14.48,2.59,1.28,10.66,19.53,4.09,3.1,7.18,0.14,2.28,0.96,3.23,3.21,352.29,5.07,806.14,11.62,0.43,110.43,1.58,296.21,4.24,0.37,241.86,509.93,0.48,0.5,196.07,2.83,242.43,3.51,0.79,54.36,0.8,221.14,3.22,275.5,4.02,200.86,2.93,115.71,1.68,41.43,0.62,107.64,1.54,177.36,2.56,1011.07,14.57
Eddie Robinson,2002.0,25.0,9.0,0.0,0.0,0.0,55.6,9.6,1069.0,19.66,13.86,0.53,0.02,0.18,4.92,10.84,7.88,8.62,2.06,1.26,10.78,17.68,0.98,1.04,2.04,0.08,-1.7,-0.24,-1.92,0.12,170.4,3.16,336.2,6.34,0.5,1.6,0.02,6.4,0.14,0.26,168.8,329.8,0.51,0.5,45.2,0.84,61.2,1.16,0.73,48.2,0.84,104.6,1.86,152.8,2.7,50.4,0.96,43.2,0.76,18.2,0.34,43.0,0.82,69.0,1.24,387.6,7.16
Eddy Curry,2007.18,24.18,0.0,0.0,0.0,0.0,47.91,37.36,1191.73,19.26,10.57,0.57,0.0,0.63,7.41,16.75,11.99,2.81,0.4,1.8,20.96,23.83,1.08,0.87,1.98,0.01,-5.2,-3.15,-8.35,-0.45,234.36,3.65,430.36,6.82,0.56,0.18,0.0,0.18,0.0,0.44,234.18,430.18,0.56,0.56,151.09,2.33,235.27,3.77,0.59,86.09,1.35,161.64,2.58,247.73,3.96,26.09,0.36,14.09,0.18,34.91,0.5,106.73,1.88,142.0,2.68,620.0,9.66
Eduardo Najera,2006.5,29.5,3.0,0.0,0.0,0.0,51.58,7.08,934.42,16.88,11.14,0.51,0.19,0.28,8.29,14.29,11.27,6.94,2.08,1.45,12.62,13.03,1.07,1.0,2.06,0.09,-1.29,0.82,-0.48,0.52,100.33,1.77,208.75,3.76,0.46,9.17,0.19,29.5,0.62,0.25,91.17,179.25,0.5,0.49,44.5,0.75,66.33,1.13,0.61,74.75,1.28,117.5,2.15,192.25,3.42,41.08,0.75,37.17,0.68,19.25,0.33,33.5,0.59,114.83,2.13,254.33,4.48
Ekpe Udoh,2013.0,25.0,0.0,0.0,0.0,0.0,54.0,10.4,912.8,15.84,10.68,0.49,0.0,0.36,8.16,13.16,10.64,6.14,1.68,5.2,16.0,12.52,0.32,0.8,1.16,0.06,-3.52,2.56,-1.02,0.2,81.8,1.4,190.6,3.24,0.43,0.0,0.0,0.6,0.0,0.19,81.8,190.0,0.43,0.43,50.8,0.84,70.6,1.2,0.71,72.2,1.24,99.8,1.74,172.0,2.98,35.8,0.62,24.8,0.44,64.8,1.1,37.8,0.68,114.6,2.02,214.4,3.66
Elden Campbell,1998.0,29.0,3.0,0.0,0.0,0.0,69.6,44.73,1718.4,23.67,15.17,0.5,0.0,0.44,8.54,18.52,13.57,7.49,1.43,4.15,11.83,20.57,1.67,2.51,4.19,0.11,-2.36,1.41,-0.95,0.73,270.8,3.7,589.0,8.1,0.45,0.13,0.0,2.47,0.03,0.09,270.67,586.53,0.45,0.45,178.6,2.47,255.47,3.55,0.7,125.33,1.74,282.4,3.9,407.73,5.63,79.93,1.1,46.8,0.64,106.8,1.45,91.13,1.26,200.4,2.79,720.33,9.89
Eldridge Recasner,1998.5,30.5,12.0,0.0,0.0,0.0,37.0,5.88,640.12,12.64,10.98,0.49,0.35,0.22,2.02,9.91,6.06,18.36,2.49,0.11,14.82,17.64,0.62,0.49,1.11,0.06,-2.45,-1.61,-4.09,-0.04,78.62,1.48,184.75,3.65,0.38,29.88,0.51,73.0,1.36,0.28,48.75,111.75,0.42,0.43,29.38,0.69,33.12,0.74,0.88,16.38,0.29,50.38,1.04,66.75,1.32,65.25,1.35,16.12,0.41,1.5,0.02,38.12,0.77,50.38,0.98,216.5,4.14
Elliot Perry,1997.4,27.4,6.0,0.0,0.0,0.0,54.9,13.3,950.1,16.64,12.33,0.5,0.11,0.24,2.15,7.54,4.82,27.67,3.1,0.12,22.32,18.78,0.61,0.79,1.4,0.03,-2.45,-1.28,-3.71,-0.04,135.3,2.21,294.5,4.9,0.44,13.8,0.19,38.4,0.54,0.29,121.5,256.1,0.46,0.46,60.5,0.91,77.3,1.2,0.73,18.5,0.29,55.7,1.07,74.2,1.34,169.9,2.99,57.4,1.01,2.0,0.02,78.0,1.57,70.7,1.35,344.9,5.55
